Church Name,Phone Number,Zip Code,Address,Denomination,State,URL
First Baptist Church Inc,618-337-1376,62206,"1771 Camp Jackson Rd, East St Louis, IL, 62206",Baptist,MO,
First Christian Church,618-332-2907,62206,"516 Mildred Ave, East St Louis, IL, 62206",Church of Christ,MO,
First Southern Baptist Church,618-332-0880,62206,"2456 Donna Drive, Cahokia, IL, 62206",Southern Baptist,MO,
Holy Family Church,618-337-4548,62206,"116 Church St, East St Louis, IL, 62206",Roman Catholic,MO,
Jehovahs Witnesses Hall,618-332-6236,62206,"912 Wesley Ave, East St Louis, IL, 62206",Jehovah's Witnesses,MO,
Jerome Lane Baptist Church,618-332-2585,62206,"2801 Mousette Ln, East St Louis, IL, 62206",Southern Baptist,MO,
Joint Heirs Fellowship,618-337-1125,62206,"3450 Jerome Ln, East St Louis, IL, 62206",Nondenominational,MO,
Maplewood Church Of Christ,618-332-6501,62206,"3530 Falling Springs Rd, East St Louis, IL, 62206",Church of Christ,MO,
Maplewood Park Baptist Church,618-332-2110,62206,"429 Range Ln, East St Louis, IL, 62206",Southern Baptist,MO,
Michael Weeams Ministries,618-332-1760,62206,"12 Louise Ln, East St Louis, IL, 62206",Interdenominational,MO,
Mount Calvary Lutheran Church,618-337-9107,62206,"2300 Jerome Ln, East St Louis, IL, 62206",Lutheran - Missouri Synod,MO,
New Life Community Church of East Saint Louis,6188755989,62205,"1919 State Street, East St Louis, IL, 62205",Nondenominational,MO,
Bond Ave Missionary Baptist Church,618-875-2315,62207,"PO Box 1246, East St Louis, IL, 62207",Baptist,MO,
Bread Of Life Christian Center,618-874-6447,62207,"2138 Baker Ave, East St Louis, IL, 62207",Nondenominational,MO,
Bride Of Christ,618-274-0596,62207,"2642 Market St, East St Louis, IL, 62207",Interdenominational,MO,
Calvary Missionary Baptist Church,618-332-1256,62207,"801 S 50th St, East St Louis, IL, 62207",Baptist,MO,
Centerville Church Of Christ,618-337-9020,62207,"7435 Old Missouri Ave, East St Louis, IL, 62207",Church of Christ,MO,
Centreville Congregation Jehovahs Witness,618-337-9446,62207,"711 S 50th St, East St Louis, IL, 62207",Jehovah's Witnesses,MO,
Cotton Belt Temple Church,618-337-8104,62207,"5600 Cotton Belt St, East St Louis, IL, 62207",Pentecostal,MO,
Faith Tabernacle Church God Christ,618-332-3089,62207,"5515 Church Rd, East St Louis, IL, 62207",Interdenominational,MO,
Firework Sta Church Of God,618-875-0001,62207,"409 S 40th St, East St Louis, IL, 62207",Church of God (Anderson IN),MO,
Friendship Baptist Church,618-274-5138,62207,"1648 Tudor Ave, East St Louis, IL, 62207",Baptist,MO,
Full Gospel Church God & Christ,618-875-4044,62207,"4005 Piggott Ave, East St Louis, IL, 62207",Interdenominational,MO,
Greater Liberty Church Of God In Christ,618-874-6678,62207,"1408 S 19th St, East St Louis, IL, 62207",Church of God in Christ,MO,
Grinston Temple Church,618-337-2666,62207,"5627 Russell Ave, East St Louis, IL, 62207",Other,MO,
Hopewell Missionary Baptist Church,618-874-1040,62207,"2000 Trendley Ave, East St Louis, IL, 62207",Baptist,MO,
House Of Prayer To All Nations,618-332-0588,62207,"5500 Bond Ave, Alorton, IL, 62207",Pentecostal,MO,
Immaculate Conception Church,618-337-5682,62207,"6210 Church Rd, East St Louis, IL, 62207",Roman Catholic,MO,
Jeremiah Baptist Church,618-482-8888,62207,"538 South 35th Street, East St Louis, IL, 62207",Baptist,MO,
Market Ave Church Of God,618-271-0527,62207,"1505 Market St, East St Louis, IL, 62207",Church of God (Anderson IN),MO,
Mount Hope Church,618-875-1907,62207,"1907 Trendley Ave, East St Louis, IL, 62207",Interdenominational,MO,
Mount Moriah,618-482-8975,62207,"4246 Bond Ave, East St Louis, IL, 62207",Interdenominational,MO,
Divine Maternity Bvm Church,618-859-3541,62241,"7362 Shawneetown Trl, Ellis Grove, IL, 62241",Roman Catholic,MO,
Ellis Grove First Baptist Church,618-859-2742,62241,"PO Box 100, Ellis Grove, IL, 62241",Southern Baptist,MO,
Preston United Methodist Church,618-443-4145,62241,"PO Box 27, Ellis Grove, IL, 62241",United Methodist,MO,
United Methodist Church,618-859-2731,62241,"105 N Main St, Ellis Grove, IL, 62241",Methodist,MO,
Christ Our Savior Lutheran,618-853-7300,62242,"901 Church St, Evansville, IL, 62242",Lutheran,MO,
Lighthouse United Pentecostal Church,618-853-4475,62242,"202 1st St, Evansville, IL, 62242",United Pentecostal,MO,
St Bonifaces Church,618-853-4453,62242,"1007 Olive St, Evansville, IL, 62242",Roman Catholic,MO,
St John Lutheran Church,618-282-6060,62242,"8446 1st Rd, Evansville, IL, 62242",Lutheran - Missouri Synod,MO,
St Johns United Church Of Christ,618-853-2344,62242,"PO Box 126, Evansville, IL, 62242",United Church of Christ,MO,
St Peter Lutheran Church,618-853-2322,62242,"PO Box 27, Evansville, IL, 62242",Lutheran - Missouri Synod,MO,
Bellevl Korean Church Nazerene,618-398-2855,62208,"9801 Old Lincoln Trl, Fairview Heights, IL, 62208",Other,MO,
Bethany Lutheran Church,618-632-6906,62208,"5600 Old Collinsville Rd, Fairview Heights, IL, 62208",Lutheran - Missouri Synod,MO,
Christ Church,618-277-4659,62208,"339 Frank Scott Parkway East, Fairview Heights, IL, 62208",United Methodist,MO,
Church Of Christ,618-397-1659,62208,"9955 Bunkum Rd, Fairview Heights, IL, 62208",Church of Christ,MO,
Church Of Latter Day Saints,618-397-2426,62208,"PO Box 2093, Fairview Heights, IL, 62208",Other,MO,
Church Of Latter Day Saints,618-394-3503,62208,"9827 Bunkum Rd, Fairview Heights, IL, 62208",Mormon,MO,
Church Of The Living God Cwff,618-394-8901,62208,"8901 Pleasant View Dr, Fairview Heights, IL, 62208",Nondenominational,MO,
Cornerstone Christian Church,618-397-2438,62208,"9815 Bunkum Rd, Fairview Heights, IL, 62208",Church of Christ,MO,
Edgmont Bible Church,618-277-3990,62208,"PO Box 2020, Fairview Heights, IL, 62208",Other,MO,
Fairview Heights Church Of God,618-632-1438,62208,"5500 Old Collinsville Rd, Fairview Heights, IL, 62208",Church of God (Anderson IN),MO,
Fairview Heights First Baptist Church,618-397-4720,62208,"10401 Lincoln Trl, Fairview Heights, IL, 62208",Southern Baptist,MO,
Faith Alliance Church,618-632-5409,62208,"PO Box 2075, Fairview Heights, IL, 62208",Christian,MO,
First Church Christ Scientist,618-398-2714,62208,"4 Phillips Dr, Fairview Heights, IL, 62208",Christian Science,MO,
Grace Church,618-234-5910,62208,"5151 N Illinois St, Fairview Heights, IL, 62208",Nondenominational,MO,
International Korean Baptist Church,618-397-3111,62208,"8909 Bunkum Rd, Fairview Heights, IL, 62208",Southern Baptist,MO,
Korean Baptist Church,618-397-7117,62208,"PO Box 2078, Fairview Heights, IL, 62208",Baptist,MO,
Lady Of Assumption Our,618-397-2219,62208,"9950 Bunkum Rd, Fairview Heights, IL, 62208",Roman Catholic,MO,
Liberty Temple Pentecostal Church Of God,618-397-2779,62208,"203 Elm Dr, Fairview Heights, IL, 62208",Pentecostal,MO,
New Christian Fellowship Church,618-398-2080,62208,"10090 Old Lincoln Trl, Fairview Heights, IL, 62208",Christian (Disciples of Christ),MO,
Parkview Church Of Nazarene,618-234-5941,62208,"50 Long Acre Dr, Fairview Heights, IL, 62208",Nazarene,MO,
Christ Our Savior Lutheran Church,618-539-5664,62243,"612 N State St, Freeburg, IL, 62243",Lutheran - Missouri Synod,MO,
Church Of Christ At Freeburg,618-539-5495,62243,"113 E Apple St, Freeburg, IL, 62243",Christian (Disciples of Christ),MO,
Faith Baptist Church,618-539-3434,62243,"PO Box 150, Freeburg, IL, 62243",Southern Baptist,MO,
First Baptist Church,618-539-5418,62243,"14 S Monroe St, Freeburg, IL, 62243",American Baptist,MO,
Freeburg Community Bible Church,618-539-7099,62243,"PO Box 126, Freeburg, IL, 62243",Interdenominational,MO,
St Josephs Church,618-539-3209,62243,"9 N Alton St, Freeburg, IL, 62243",Roman Catholic,MO,
St Pauls United Church Of Christ,618-539-3262,62243,"PO Box 115, Freeburg, IL, 62243",United Church of Christ,MO,
St Bonifaces Church,618-523-4271,62245,"PO Box 280, Germantown, IL, 62245",Roman Catholic,MO,
Calvary Temple,618-664-2852,62246,"1111 E College Ave, Greenville, IL, 62246",Assemblies of God,MO,
Camp Ground Presbyterian Church,618-664-1547,62246,"1497 Hookdale Ave, Greenville, IL, 62246",Presbyterian,MO,
Canton Free Methodist Church,309-647-3518,62246,"1501 Chicago St, Greenville, IL, 62246",Methodist,MO,
Central Christian Church,618-664-0802,62246,"205 S Prairie St, Greenville, IL, 62246",Church of Christ,MO,
First Apostolic Church,618-664-1451,62246,"901 E City Route 40, Greenville, IL, 62246",United Pentecostal,MO,
First Baptist Church,618-664-1062,62246,"PO Box 365, Greenville, IL, 62246",American Baptist,MO,
First Christian Church,618-664-0350,62246,"1100 Killarney Dr, Greenville, IL, 62246",Christian Reformed,MO,
First Presbyterian Church,618-664-0942,62246,"501 N Idler Ln, Greenville, IL, 62246",Presbyterian Church (U.S.A.),MO,
Greenville Free Methodist Church,618-664-2584,62246,"1367 E State Route 140, Greenville, IL, 62246",Methodist,MO,
Greenville United Methodist Church,618-664-1566,62246,"PO Box 395, Greenville, IL, 62246",United Methodist,MO,
Libery Mosquito Primitive Baptist Church,618-664-9063,62246,"604 Mount Nebo Ave, Greenville, IL, 62246",Baptist,MO,
Mount Gilead Presbyterian Church,618-664-2174,62246,"PO Box 494, Greenville, IL, 62246",Presbyterian,MO,
Mount Nebo Primitive Baptist Church,618-664-3205,62246,"RR 1, Greenville, IL, 62246",Baptist,MO,
Mount Zion Temple Of Del,618-664-3016,62246,"201 S 4th St, Greenville, IL, 62246",Other,MO,
New Beginnings Baptist Church,618-664-4429,62246,"502 W Main St, Greenville, IL, 62246",Southern Baptist,MO,
Our Redeemer Lutheran Church,618-664-0223,62246,"813 E College Ave, Greenville, IL, 62246",Lutheran - Missouri Synod,MO,
Pentecostal Church Of God,618-664-1717,62246,"825 S 3rd St, Greenville, IL, 62246",Pentecostal,MO,
Pittsburg Free Methodist Church,618-664-0169,62246,"101 E Oak St, Greenville, IL, 62246",Methodist,MO,
Reno Southern Baptist Church,217-537-3189,62246,"661 Sixteenth Ave, Greenville, IL, 62246",Southern Baptist,MO,
Smith Grove Baptist Church,618-664-4177,62246,"949 Airport Ave, Greenville, IL, 62246",Southern Baptist,MO,
Friedens United Church Of Christ,618-473-2214,62248,"PO Box 128, Hecker, IL, 62248",United Church of Christ,MO,
St Augustine Church,618-473-2217,62248,"PO Box 126, Hecker, IL, 62248",Roman Catholic,MO,
Bethany Baptist Church,618-654-3001,62249,"14200 Rogier Rd, Highland, IL, 62249",American Baptist,MO,
Church Of Christ,618-654-5170,62249,"PO Box 544, Highland, IL, 62249",Church of Christ,MO,
Evangelical United Church Of Christ,618-654-7459,62249,"2520 Poplar St, Highland, IL, 62249",United Church of Christ,MO,
Faith Baptist Mission,618-651-1234,62249,"PO Box 502, Highland, IL, 62249",Southern Baptist,MO,
First Baptist Church,618-654-4145,62249,"2709 Poplar St, Highland, IL, 62249",American Baptist,MO,
First Congregational Church,618-654-4241,62249,"PO Box 272, Highland, IL, 62249",Congregational,MO,
Grace Community Bible Church,618-530-5341,62249,"1007 Broadway, Highland, IL, 62249",Nondenominational,MO,
Grantfork United Church Of Christ,618-675-2595,62249,"206 S Locust St, Highland, IL, 62249",United Church of Christ,MO,
Highland Community Church Inc,618-654-5751,62249,"2307 Broadway, Highland, IL, 62249",Nondenominational,MO,
Highland Hope,618-654-8434,62249,"12846 Daiber Rd, Highland, IL, 62249",United Methodist,MO,
Highland Southern Baptist Church,618-654-7212,62249,"12424 State Route 143, Highland, IL, 62249",Southern Baptist,MO,
Hope Lutheran Church,618-654-7891,62249,"2745 Broadway, Highland, IL, 62249",Lutheran - Missouri Synod,MO,
Illinois S Conference United Church,618-654-2125,62249,"PO Box 325, Highland, IL, 62249",Christian (Disciples of Christ),MO,
Jehovahs Witnesses Kingdom Hall,618-654-9698,62249,"Route 3rd, Highland, IL, 62249",Jehovah's Witnesses,MO,
St Gertrudes Parish,618-675-3383,62249,"202 N Locust St, Highland, IL, 62249",Roman Catholic,MO,
St Pauls Church,618-654-2339,62249,"1412 9th St, Highland, IL, 62249",Roman Catholic,MO,
United Pentecostal Church,618-654-8721,62249,"11656 State Route 143, Highland, IL, 62249",Pentecostal,MO,
Trinity Lutheran Church,618-495-2545,62250,"PO Box 200, Hoffman, IL, 62250",Lutheran - Missouri Synod,MO,
Tamalco,618-749-5423,62253,"20322 Keyesport Rd, Keyesport, IL, 62253",Church of God,MO,
Calvary Baptist Church,618-537-2512,62254,"225 N Monroe St, Lebanon, IL, 62254",Southern Baptist,MO,
Cherry Street Community Church Of God,618-537-2234,62254,"PO Box 277, Lebanon, IL, 62254",Church of God (Anderson IN),MO,
In Action For Christ Church,618-537-8859,62254,"303 Prairie St, Lebanon, IL, 62254",Christian (Disciples of Christ),MO,
Lebanon United Methodist Church,618-537-6622,62254,"603 W Saint Louis St, Lebanon, IL, 62254",United Methodist,MO,
Little Oak Baptist Church,618-537-4295,62254,"10301 Rieder Rd, Lebanon, IL, 62254",Baptist,MO,
Messiah Lutheran Church,618-537-2300,62254,"801 N Madison St, Lebanon, IL, 62254",Lutheran - Missouri Synod,MO,
St Josephs Church,618-537-2575,62254,"901 N Alton St, Lebanon, IL, 62254",Roman Catholic,MO,
St Paul United Church Of Christ,618-537-4991,62254,"123 E Dee St, Lebanon, IL, 62254",United Church of Christ,MO,
Holy Ghost United Church Christ,618-475-2958,62255,"2806 Weilmuenster Rd, Lenzburg, IL, 62255",United Church of Christ,MO,
St Peter United Church Of Christ,618-475-2557,62255,"PO Box 186, Lenzburg, IL, 62255",United Church of Christ,MO,
Bethel African Methodist Episcopal Church,618-876-4448,62060,"1035 Market St, Madison, IL, 62060",African Methodist Episcopal,MO,
Church Of God Of Prophecy,615-876-3064,62060,"1732 Rhodes St, Madison, IL, 62060",Church  of God of Prophecy,MO,
Covenant Christian Assembly,618-451-1385,62060,"PO Box 414, Madison, IL, 62060",Assemblies of God,MO,
First Church Of God,618-877-0525,62060,"1027 Bissell St, Madison, IL, 62060",Church of God (Anderson IN),MO,
Friendship Missionary Baptist Church,618-451-2794,62060,"301 Meredocia St, Madison, IL, 62060",Baptist,MO,
Genesis Baptist Church,618-877-0567,62060,"PO Box 136, Madison, IL, 62060",Southern Baptist,MO,
Logan St Church Of Christ,618-876-3362,62060,"1107 Logan St, Madison, IL, 62060",Church of Christ,MO,
Mount Nebo Missionary Baptist Church,618-452-2737,62060,"800 Jefferson St, Madison, IL, 62060",Baptist,MO,
Nativity Virgin Mary Church,618-451-9995,62060,"416 Ewing Ave, Madison, IL, 62060",Russian Orthodox,MO,
North End Church Of God,618-877-3072,62060,"1048 Douglas St, Madison, IL, 62060",Church of God (Anderson IN),MO,
Overcomers Christian Center International,618*225*6224,62060,"1667 5th Street, Madison, IL, 62060",Nondenominational,MO,
Rescue Mission Church Of God,618-452-2000,62060,"PO Box 86, Madison, IL, 62060",Other,MO,
Southern Missionary Baptist Church,618-877-1305,62060,"PO Box 38, Madison, IL, 62060",Baptist,MO,
St James Church,618-876-3555,62060,"1657 5th St, Madison, IL, 62060",Church of God,MO,
St James Church God In Christ,618-877-0044,62060,"1200 Calhoun St, Madison, IL, 62060",Pentecostal,MO,
St Mary & St Mark Church,618-452-5180,62060,"1621 10th St, Madison, IL, 62060",Roman Catholic,MO,
St Marys Church,618-452-9118,62060,"1312 Iowa St, Madison, IL, 62060",Roman Catholic,MO,
Temple Baptist Church,618-876-6494,62060,"714 Mccambridge Ave, Madison, IL, 62060",Southern Baptist,MO,
Trinity Tabernacle Pentecostal Church Of God,618-877-4965,62060,"2001 6th St, Madison, IL, 62060",Pentecostal,MO,
True Fellowship Baptist Missionry,618-877-8783,62060,"1641 3rd St, Madison, IL, 62060",Southern Baptist,MO,
St John Evangelical United Church Of Christ,618-458-6940,62256,"PO Box 95, Maeystown, IL, 62256",United Church of Christ,MO,
Clarmin Baptist Church,618-785-2229,62257,"192 Bryan St, Marissa, IL, 62257",Southern Baptist,MO,
Emmanuel Tabernacle United Pentecostal,618-295-1703,62257,"111 E Glenn St, Marissa, IL, 62257",Pentecostal,MO,
Faith Baptist Church,618-295-3583,62257,"1225 School View Dr, Marissa, IL, 62257",Southern Baptist,MO,
First Baptist Church,618-295-2272,62257,"501 N Main St, Marissa, IL, 62257",American Baptist,MO,
First United Methodist Church,618-295-3281,62257,"415 S Hamilton St, Marissa, IL, 62257",United Methodist,MO,
Friedens Evangelical Reformed Church,618-295-2004,62257,"820 N Main St, Marissa, IL, 62257",United Church of Christ,MO,
Marissa Presbyterian Church,618-295-2292,62257,"201 N Hamilton St, Marissa, IL, 62257",Presbyterian Church in America,MO,
Victory Lighthouse Pentecostal,618-295-1778,62257,"PO Box 191, Marissa, IL, 62257",Pentecostal,MO,
Assembly Of God Church,618-344-7656,62062,"PO Box 9, Maryville, IL, 62062",Assemblies of God,MO,
First Baptist Church,618-667-8221,62062,"PO Box 309, Maryville, IL, 62062",Southern Baptist,MO,
First Christian Church,618-288-9600,62062,"2184 Vadalabene Dr, Maryville, IL, 62062",Church of Christ,MO,
Mother Perpetual Help Church,618-344-6464,62062,"200 N Lange Ave, Maryville, IL, 62062",Roman Catholic,MO,
Our Lord Lutheran Church,618-345-5692,62062,"150 Wilma Dr, Maryville, IL, 62062",Evangelical Lutheran in America,MO,
St John Lutheran Church,618-344-8989,62062,"7201 W Main St, Maryville, IL, 62062",Lutheran - Missouri Synod,MO,
St Lukes United Methodist Church,618-345-9911,62062,"6325 W Main St, Maryville, IL, 62062",United Methodist,MO,
Bethel United Methodist Church,618-566-2989,62258,"63 W Main St, Mascoutah, IL, 62258",United Methodist,MO,
CrossPointe Christian Church,618-520-3359,62258,"1430 Eisenhower, Mascoutah, IL, 62258",Nondenominational,MO,
First Assembly Of God Church,618-566-2704,62258,"135 W Main St, Mascoutah, IL, 62258",Assemblies of God,MO,
Holy Childhood Of Jesus Church,618-566-2958,62258,"PO Box 160, Mascoutah, IL, 62258",Roman Catholic,MO,
Mascoutah First Baptist Church,618-566-2195,62258,"816 W Church St, Mascoutah, IL, 62258",Southern Baptist,MO,
Messiah Full Gospel Baptist Church,618-566-4271,62258,"PO Box 47, Mascoutah, IL, 62258",Southern Baptist,MO,
New Life In Christ Interdenominational,618-566-4031,62258,"1135 Hunters Trl, Mascoutah, IL, 62258",Interdenominational,MO,
St John United Church Of Christ,618-566-7311,62258,"PO Box 153, Mascoutah, IL, 62258",United Church of Christ,MO,
St Martin Tours Lutheran Church,618-566-7063,62258,"1190 N 6th St, Mascoutah, IL, 62258",Evangelical Lutheran in America,MO,
St Pancratius Church,618-677-2717,62258,"2213 N 2nd St, Mascoutah, IL, 62258",Roman Catholic,MO,
Trinity United Church Of Christ,618-677-3315,62258,"2003 S 5th St, Mascoutah, IL, 62258",United Church of Christ,MO,
Victory Free Will Baptist Church,618-566-8518,62258,"PO Box 81, Mascoutah, IL, 62258",Baptist,MO,
